La Porte,Davilla,intermida,Potbury 1935,,,,,,,Marginal,,,,,,,,1.8,present,present,,,,,Symmetrical,Symmetrical,Unlobed,Untoothed,,Reflex,,,,,,present,,Acute to Obtuse,present,present,,,,,,,,,,,,,,,,Pinnate,absent,1,absent,Eucamptodromous,,,,Regular,Uniform,Excurrent,Absent,,,,,Percurrent,Opposite percurrent - Sinuous,Obtuse,Decreasing exmedially,Mixed percurrent,Perpendicular to the midvein,Basiflexed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Porte,Phyllites,laportiana,Potbury 1935,,,,,,,Marginal,,,,,,,,2.6,,,,present,,,Symmetrical,Width Asymmetrical,Unlobed,Untoothed,,Acute,,,,,present,,,Acute,present,,,,,,,,,,,,,,,,,Pinnate,absent,1,absent,Simple brochidodromous,,,,Irregular,Uniform,Decurrent,Present,Parallel to major secondaries,More than 50% of subjacent secondary,Perpendicular to a subjacent major secondary,More than one per intercostal area,Percurrent,Opposite percurrent - Sinuous,Obtuse,Increasing exmedially,Mixed percurrent,Perpendicular to the midvein,Basiflexed,Looped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Porte,Euophorbiophyllum,multiflorum,Potbury 1935,,,,,,,Marginal,,,,,,,,2,present,present,,,,,Symmetrical,Symmetrical,Unlobed,Serrate,,Acute,,,,,present,,,acute,present,,,,,,,present,,,,,,,,,,Pinnate,absent,1,absent,Festooned brochidodromous,,,,Irregular,Inconsistent,Decurrent,Present,Parallel to major secondaries,Less than 50% of subjacent secondary,Perpendicular to a subjacent major secondary,Less than one per intercostal area,Percurrent,Opposite percurrent - Convex,Obtuse,Increasing exmedially,Mixed percurrent,Obtuse to the midvein,Parallel to intercostal tertiary,Looped,,,,,,,Irregular,1,,Rounded,CC ST,CC CV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Porte,Quercus,nevadensis,Potbury 1935,,,,,,,Marginal,,,,,,,,3,present,,,,,,Symmetrical,Symmetrical,Unlobed,Serrate,,Acute to Obtuse,present,,present,,,,,acute,present,,,,,,,present,,,,,,,,,,Pinnate,absent,1,absent,Craspedodromous,,,,Regular,Uniform,Excurrent,Present,Parallel to major secondaries,Less than 50% of subjacent secondary,Basiflexed but not joining the subjacent secondary at right angles,Less than one per intercostal area,Percurrent,Opposite percurrent - Sinuous,Obtuse,Increasing exmedially,Opposite percurrent,Perpendicular to the midvein,Basiflexed,Terminating at the margin,,,,,,,Regular,1,,Rounded,ST ST,CC CV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Porte,Ilex,oregona,Potbury 1935,,,,,,,Marginal,,,,,,,,2,present,,,,,,Symmetrical,Asymmetrical,Unlobed,Serrate,,Obtuse,,,present,,,,,Acute,present,,,,,,,,,,,,,,,,,Pinnate,absent,1,absent,Semicraspedodromous,,,,Irregular,Uniform,Decurrent,Present,Perpendicular to midvein,Less than 50% of subjacent secondary,Perpendicular to a subjacent major secondary,Less than one per intercostal area,Percurrent,Opposite percurrent - Straight,Obtuse,Decreasing exmedially,Opposite percurrent,Perpendicular to the midvein,Basiflexed,Terminating at the margin,,,,,,,Irregular,1,,Angular,ST ST,ST CV,CV CV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Porte,Sterculia,ovata,Potbury 1935,,,,,,,Marginal,,,,,,,,2,,,present,,,,Asymmetrical,Insertion Asymmetrical,Unlobed,Untoothed,,Acute,,,,,present,,,Acute,present,,,,,,,,,,,,,,,,,Pinnate,absent,1,simple,Brochidodromous,,,,Gradually increasing proximally,Abruptly increasing proximally,Excurrent,Present,Parallel to major secondaries,Less than 50% of subjacent secondary,,Usually one per intercostal area,Reticulate,,,,,,,Looped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Porte,Persea,praelingua,Matt from LMA picture and Potbury 1935,,,,,,,Marginal,,,,,,,,2,present,,,,,,,,Unlobed,Untoothed,,Reflex,,,,,,present,,Acute,,present,,,,,,,,,,,,,,,,Suprabasal actinodromous,absent,2,simple,Eucamptodromous,,,,Irregular,Uniform,Decurrent,Absent,,,,,Percurrent,Opposite percurrent - Convex,Perpendicular,Increasing exmedially,Opposite percurrent,Perpendicular to the midvein,Parallel to intercostal tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Porte,Persea,pseudo-carolinensis,Potbury 1935,,,,,,,Marginal,,,,,,,,3.5,present,,,,,,Symmetrical,Asymmetrical,Unlobed,Untoothed,,Acute,present,,,,,,,Acute,present,,,,,,,,,,,,,,,,,Pinnate,absent,1,absent,Brochidodromous,,,,Irregular,Uniform,Decurrent,Absent,,,,,Percurrent,Opposite percurrent - Sinuous,Obtuse,Increasing exmedially,Opposite percurrent,Perpendicular to the midvein,Parallel to intercostal tertiary,Looped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Porte,Laurophyllum,raminervum,Potbury 1935,,,,,,,Marginal,,,,,,,,2.2,present,,,,,,Symmetrical,Width Asymmetrical,Unlobed,Untoothed,,Acute to Obtuse,present,,present,,,,,Acute,present,,,,,,,,,,,,,,,,,Pinnate,absent,1,absent,Simple brochidodromous,,,,Irregular,Uniform,Decurrent,Absent,,,,,Percurrent,Opposite percurrent - Sinuous,Perpendicular,Increasing exmedially,Opposite percurrent,Perpendicular to the midvein,Parallel to intercostal tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Porte,Sophora,repandifolia,Potbury 1935,,,,,,,Marginal,,,,,,,,2,present,,,,,,Symmetrical,,Unlobed,Untoothed,,Acute,,present,,,,,,Acute,,,present,,,,,,,,,,,,,,,Pinnate,absent,1,absent,Simple brochidodromous,,,,Irregular,Inconsistent,Decurrent,Present,Parallel to major secondaries,More than 50% of subjacent secondary,Basiflexed but not joining the subjacent secondary at right angles,Usually one per intercostal area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Porte,Petrea,rotunda,Potbury 1935,,,,,,,Marginal,,,,,,,,1.2,present,,,,,,Symmetrical,Width Asymmetrical,Unlobed,Untoothed,,Reflex,,,,,,present,,Obtuse,,,present,,,,,,,,,,,,,,,Pinnate,absent,1,absent,Festooned brochidodromous,,,,Regular,Uniform,Excurrent,Present,Parallel to major secondaries,Less than 50% of subjacent secondary,Reticulating or ramifying,Less than one per intercostal area,Percurrent,Opposite percurrent - Sinuous,Obtuse,Decreasing exmedially,Opposite percurrent,Acute to the midvein,Basiflexed,Looped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Porte,Acalypha,serrulata,Potbury 1935,,,,,,,Marginal,,,,,,,,2.1,present,,,,,,Symmetrical,Width Asymmetrical,Unlobed,Serrate,,Acute,,,,,present,,,Acute,,,present,,,,,,,,,,,,,,,Pinnate,absent,1,absent,Semicraspedodromous,,,,Gradually increasing proximally,Uniform,Decurrent,Absent,,,,,Percurrent,Opposite percurrent - Straight,Obtuse,Increasing exmedially,Opposite percurrent,Perpendicular to the midvein,Parallel to intercostal tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linz-Ebelsberg,Platanus,Platanus neptuni,MORPHYLL,,,,,,,,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,pinnate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linz-Pucking,Platanus,Platanus neptuni,MORPHYLL,,,,,,,,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,pinnate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linz-Weikerlsee,Platanus,Platanus neptuni,MORPHYLL,,,,,,,,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,pinnate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lurd Leaves,"""Ampelopsis""",acerifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lurd Leaves,Persites,argutus,Matt from picture in Currano et al 2010,,,,,,,Marginal,,,,,,,,1.6,,present,,,,,Asymmetrical,,Unlobed,Untoothed,,Acute,,,,,present,,,Acute,present,,,,,,,,,,,,,,,,,Pinnate,absent,1,absent,Brochidodromous,Absent,,,Irregular,Inconsistent,Decurrent,Present,Parallel to major secondaries,Less than 50% of subjacent secondary,Reticulating or ramifying,Less than one per intercostal area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lurd Leaves,Zizyphoides,flabella,Matt from picture in Currano et al 2010,Petiolate,,SImple,,,,Marginal,,,,,,,,1 -1.3,present,,,,,,Symmetrical,Width Asymmetrical,Unlobed,Untoothed,,Obtuse,present,,,,,,,obtuse,,,present,,,,,,,,,,,,,,,Basal actinodromous,absent,5,absent,Festooned brochidodromous,Present,Simple brochidodromous,,Gradually increasing proximally,Uniform,Excurrent,Present,Parallel to major secondaries,,,Less than one per intercostal area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lurd Leaves,Cercidiphyllum,genetrix,Matt from picture in Wing and Currano 2013,Petiolate,,Simple,,,,Marginal,,,,,,,,.66-1,present,,present,,,,Symmetrical,Symmetrical,Unlobed,Crenate (dentate),,Acute to Obtuse,,,,present,present,,,obtuse,,,present,present,,,,,,,,,,,,,,Suprabasal actinodromous,absent,3,Absent,Semicraspedodromous,,Semicraspedodromous,,Irregular,Uniform,Excurrent,Present,Parallel to major secondaries,Less than 50% of subjacent secondary,,,Regular reticulate,,,,Reticulate,,,,Regular reticulate,,Moderate Development,Mostly unbranched,Simple,,Regular,1,2-4,Angular,CV CV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lurd Leaves,Aesculus,hickeyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lurd Leaves,,lobed Persites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lurd Leaves,Chaetoptelea,microphylla,Matt from picture in Currano et al 2010,,,,,,,Marginal,,,,,,,,1.5,present,,,,,,Symmetrical,Symmetrical,Unlobed,Serrate,,,,,,,,,,Reflex,,,,,,,,,present,,,,,,,,,Pinnate,absent,1,Absent,Craspedodromous,Absent,,,Decreasing proximally,Uniform,Proximal secondaries deucrrent,,,,,,Percurrent,Opposite percurrent - Sinuous,Obtuse,,,,,,,,,,,,Regular,1,3,Angular,ST CV,ST FL,CV CV,CV FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lurd Leaves,"""Celtis""",peracuminata,Matt from picture in Currano et al 2010,,,,,,,Marginal,,,,,,,,1.3,,,present,,,,Symmetrical,Symmetrical,Unlobed,Serrate,,Acute,present,,,,,,,Reflex,,,,,,,,,present,,,,,,,,,Basal actinodromous,absent,5,Compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lurd Leaves,Platanus,raynoldsii,Matt from Wind River paper,Petiolate,,Compound,,,,Marginal,,,,,,,,1,,,present,,,,Symmetrical,Symmetrical,Palmately Lobed,Serrate,,Acute,present,,,,,,,Obtuse,,,,,present,present,,,,,,,,,,,,Basal actinodromous,absent,3,simple,Craspedodromous,Absent,Craspedodromous,,Gradually increasing proximally,Uniform,Excurrent,Absent,,,,,Percurrent,Mixed percurrent,Obtuse to perpendicular,Increasing exmedially,Opposite percurrent,Perpendicular to the midvein,Parallel to intercostal tertiary,Looped,Mixed percurrent,Regular reticulate,Good Development,Mostly with one branch,Simple,Looped,Irregular,1,2-3,Angular,ST ST,CC ST,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lurd Leaves,Browniea,serrata,Matt from picture in Currano et al 2010,,,,,,,Marginal,,,,,,,,2,,,present,,,,Symmetrical,Symmetrical,Unlobed,Serrate,,Acute,present,,,,,,,Obtuse to Reflex,,,,present,,,,,present,,,,,,,,,Pinnate,absent,1,,Semicraspedodromous,,,,Irregular,Uniform,Excurrent,,,,,,Percurrent,Mixed percurrent,Obtuse,Decreasing exmedially,Opposite percurrent,Acute to the midvein,Parallel to intercostal tertiary,Looped,Irregular reticulate,Irregular reticulate,Good Development,Mostly with one branch,SImple,Looped,Regular,1,3-4,Angular,ST FL,ST CC,,,present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markvartice u Decina,Acer,Acer dasycarpoides,MORPHYLL,,,,,,,,,,,,,,,,,,,,,,,,lobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,palmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markvartice u Decina,Acer,Acer tricuspidatum,MORPHYLL,,,,,,,,,,,,,,,,,,,,,,,,lobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,palmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markvartice u Decina,Daphnogene,Daphnogene bilinica,MORPHYLL,,,,,,,,,,,,,,,,,,,,,,,,unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,palmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markvartice u Decina,Dicotylophyllum,Dicotylophyllum maii,MORPHYLL,,,,,,,,,,,,,,,,,,,,,,,,unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,pinnate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markvartice u Decina,Laurophyllum,Laurophyllum,MORPHYLL,,,,,,,,,,,,,,,,,,,,,,,,unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,pinnate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markvartice u Decina,Platanus,Platanus,MORPHYLL,,,,,,,,,,,,,,,,,,,,,,,,unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,pinnate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markvartice u Decina,Platanus,Platanus neptuni,MORPHYLL,,,,,,,,,,,,,,,,,,,,,,,,unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,pinnate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markvartice u Decina,Rosa,Rosa,MORPHYLL,,,,,,,,,,,,,,,,,,,,,,,,unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,pinnate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAbee,,12,Lowe et al supplement,,,,,,,Marginal,,,,,,,,2.75,present,,,,,,symmetrical,symmetrical,Unlobed,Untoothed,,Acute,present,,,,,,,Acute,present,,,,,,,,,,,,,,,,,pinnate,,1,absent,Simple brochidodromous,,,,Regular,Uniform,Excurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAbee,,13,Lowe et al supplement,,,,,,,Marginal,,,,,,,,2,present,,,,,,symmetrical,width asymmetrical,Unlobed,Serrate,,,,,,,,,,Acute,present,,,,,,,,,,,,,,,,,Pinnate,Absent,1,Absent,Craspedodromous,,,,Decreasing proximally,Smoothly decreasing proximally,Excurrent,,,,,,Percurrent,Opposite percurrent - Sinuous,Obtuse,,,,,,,,,,,,Regular,2,7,Angular,ST ST,,,,present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAbee,,22,Lowe et al supplement,,,,,,,Marginal,,,,,,,,2-3,present,,,,,,symmetrical,symmetrical,Unlobed,Serrate,,obtuse,,present,,,,,,Acute,,,,,,,,present,,,,,,,,,,Pinnate,Absent,1,,Semicraspedodromous,absent,,,Irregular,Uniform,,,,,,,,,,,,,,,,,,,,,Regular,1,4,Angular,ST ST,,,,present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAbee,,29,Lowe et al supplement,,,,,,,Marginal,,,,,,,,1-2,present,,,,,,symmetrical,,Unlobed,Crenate (serrate),,obtuse,,present,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,1,,Semicraspedodromous,,,,Regular,Uniform,Proximal secondaries deucrrent,,,,,,Percurrent,Opposite percurrent - Sinuous,Obtuse,Decreasing exmedially,Mixed percurrent,Perpendicular to the midvein,Parallel to intercostal tertiary,,Irregular reticulate,,Good Development,,,,Regular,1,2,Rounded,CV CV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAbee,,31,Lowe et al supplement,,,,,,,Marginal,,,,,,,,4,present,,,,,,symmetrical,,Unlobed,Serrate,,Acute,present,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,1,,Semicraspedodromous,absent,,,Decreasing proximally,Uniform,Decurrent,Present,Parallel to major secondaries,Less than 50% of subjacent secondary,Perpendicular to a subjacent major secondary,,,,,,,,,,,,,,,,Regular,2,6,Angular,ST ST,CC CV,,,present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAbee,,41,Lowe et al supplement,,,,,,,Marginal,,,,,,,,2-3,present,,,,,,symmetrical,symmetrical,Unlobed,Untoothed,,,,,,,,,,Obtuse,,,,present,,,,,,,,,,,,,,Pinnate,Absent,1,Absent,,absent,,,Decreasing proximally,Abruptly increasing proximally,Excurrent,Absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAbee,,44,Lowe et al supplement,,,,,,,Marginal,,,,,,,,2-3,present,,,,,,symmetrical,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,,Festooned brochidodromous,absent,,,Irregular,Inconsistent,Excurrent,,,,,,Irregular reticulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAbee,,47,Lowe et al supplement,,,,,,,Marginal,,,,,,,,2,present,,,,,,symmetrical,Insertion Asymmetrical,Unlobed,Serrate,,,,,,,,,,Obtuse,,,,present,,,,,,,,,,,,,,Pinnate,Absent,1,Absent,Semicraspedodromous,absent,,,Decreasing proximally,Uniform,Excurrent,Absent,,,,,Percurrent,Mixed percurrent,Obtuse,,,,,Looped,,,,,,,Irregular,1,3-4,Angular,ST CV,CC CV,,,present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAbee,,73,Lowe et al supplement,,,,,,,Marginal,,,,,,,,2,present,,,,,,symmetrical,symmetrical,Unlobed,Untoothed,,Acute,present,,,,,,,Acute,,present,,,,,,present,,,,,,,,,,Pinnate,Absent,1,Absent,Simple brochidodromous,,,,,,,,,,,,Percurrent,Alternate percurrent,Obtuse,,,,,Looped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAbee,,76,Lowe et al supplement,,,,,,,Marginal,,,,,,,,2-2.5,present,,,,,,symmetrical,symmetrical,Unlobed,Crenate (serrate),,,,,,,,,,Obtuse,,,present,,,,,,,,,,,,,,,Pinnate,Absent,1,Absent,Craspedodromous,,,,Irregular,Smoothly increasing proximally,Excurrent,Present,Parallel to major secondaries,More than 50% of subjacent secondary,Perpendicular to a subjacent major secondary,Less than one per intercostal area,Percurrent,Opposite percurrent - Convex,Obtuse,Consistent,Opposite percurrent,Perpendicular to the midvein,Parallel to intercostal tertiary,looped,,,,,,,Regular,1,2,Rounded,CV CV,,,,present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAbee,,79,Lowe et al supplement,,,,,,,Marginal,,,,,,,,2.5,present,,,,,,symmetrical,,Unlobed,Dentate to Serrate,,Acute,present,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,1,Absent,Craspedodromous,absent,,,Regular,Uniform,Excurrent,Present,Parallel to major secondaries,More than 50% of subjacent secondary,Parallel to a major secondary,Usually one per intercostal area,,,,,,,,,,,,,,,Regular,1,2,Angular,ST ST,,,,present,At the apex of tooth,,Nonspecific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAbee,Vitis?,91,Lowe et al supplement,,,,,,,Marginal,,,,,,,,1,present,,,,,,symmetrical,symmetrical,Unlobed,Dentate to Serrate,,,,,,,present,,,Reflex,,,,,,,,,present,,,,,,,,,Basal actinodromous,,7,Absent,Craspedodromous,Present,,,Irregular,Uniform,Excurrent,,,,,,Percurrent,Alternate percurrent,Obtuse,,Opposite percurrent,Perpendicular to the midvein,Parallel to intercostal tertiary,looped,Regular reticulate,,Good Development,,,,Regular,2,1-2,Rounded,CV CV,FL FL,,,present,At the apex of tooth,,Nonspecific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAbee,,97,Lowe et al supplement,,,,,,,Marginal,,,,,,,,3,present,,,,,,symmetrical,symmetrical,Unlobed,Untoothed,,,,,,,,,,Acute,,present,,,,,,,,,,,,,,,,Pinnate,,,Absent,Festooned semicraspedodromous,absent,,,Irregular,Uniform,Excurrent,Present,Perpendicular to midvein,More than 50% of subjacent secondary,Perpendicular to a subjacent major secondary,Usually one per intercostal area,Percurrent,Mixed percurrent,Obtuse,Consistent,,,,looped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAbee,Ulmus,chuchuanus,Lowe et al supplement,,,,,,,Marginal,,,,,,,,2-3,present,,,present,,,symmetrical,width asymmetrical,Unlobed,Dentate to Serrate,,acute,present,,,,present,,,obtuse,,,,,,,,,present,,,,,,,,,Pinnate,,1,Simple,Craspedodromous,,,,Decreasing proximally,Smoothly increasing proximally,,,,,,,Percurrent,Mixed percurrent,obtuse,Decreasing exmedially,Mixed percurrent,Perpendicular to the midvein,Parallel to intercostal tertiary,Terminating at the margin,Alternate percurrent,,Moderate Development,,,,Regular,2-3,4-6,Angular,FL FL,ST ST,CC FL,,present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAbee,Fagus,langevinii,Lowe et al supplement,,,,,,,Marginal,,,,,,,,1-3,present,,,,,,symmetrical,width asymmetrical,Unlobed,Crenate (serrate),,Acute to Obtuse,present,,present,,,,,Acute to Obtuse,,,present,present,,,,,present,,,,,,,,,Pinnate,Absent,1,Absent,Craspedodromous,,,,Regular,Uniform,Excurrent,,,,,,Percurrent,Mixed percurrent,Obtuse,Decreasing exmedially,alternate percurrent,Perpendicular to the midvein,Parallel to intercostal tertiary,Terminating at the margin,Irregular reticulate,,Good Development,,,Looped,Regular,1,1-3,Rounded,CV CV,CC ST,ST CV,,present,At the apex of tooth,,Spinose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
